30.897490, 121.881302, 0
30.897489, 121.881406, 0
30.897489, 121.881511, 0
30.897489, 121.881616, 0
30.897488, 121.881720, 0
30.897488, 121.881796, 0
---
30.897524, 121.881302, 0
30.897523, 121.881406, 0
30.897523, 121.881511, 0
30.897523, 121.881616, 0
30.897522, 121.881720, 0
30.897522, 121.881797, 0
---
30.897558, 121.881302, 0
30.897558, 121.881407, 0
30.897558, 121.881511, 0
30.897557, 121.881616, 0
30.897557, 121.881721, 0
30.897556, 121.881797, 0
---
30.897488, 121.881796, 0
30.897488, 121.881858, 0
---
30.897522, 121.881797, 0
30.897521, 121.881858, 0
---
30.897556, 121.881797, 0
30.897556, 121.881858, 0
---
30.897488, 121.881858, 0
30.897487, 121.881963, 0
30.897487, 121.882067, 0
30.897486, 121.882172, 0
30.897486, 121.882276, 0
30.897485, 121.882381, 0
30.897485, 121.882486, 0
30.897484, 121.882590, 0
30.897484, 121.882695, 0
30.897483, 121.882800, 0
30.897483, 121.882904, 0
30.897482, 121.883009, 0
30.897482, 121.883113, 0
30.897481, 121.883218, 0
30.897481, 121.883323, 0
30.897481, 121.883427, 0
30.897480, 121.883532, 0
30.897480, 121.883637, 0
30.897479, 121.883741, 0
30.897479, 121.883846, 0
30.897478, 121.883950, 0
30.897478, 121.884055, 0
30.897478, 121.884160, 0
30.897477, 121.884264, 0
30.897477, 121.884369, 0
30.897476, 121.884473, 0
30.897476, 121.884578, 0
30.897476, 121.884683, 0
30.897475, 121.884787, 0
30.897475, 121.884892, 0
30.897474, 121.884997, 0
30.897474, 121.885101, 0
30.897473, 121.885206, 0
30.897473, 121.885310, 0
30.897473, 121.885415, 0
30.897472, 121.885520, 0
30.897472, 121.885624, 0
30.897472, 121.885729, 0
30.897471, 121.885834, 0
30.897471, 121.885938, 0
30.897471, 121.886043, 0
30.897471, 121.886147, 0
30.897470, 121.886252, 0
30.897470, 121.886357, 0
30.897469, 121.886461, 0
30.897469, 121.886566, 0
30.897468, 121.886671, 0
30.897468, 121.886775, 0
30.897467, 121.886880, 0
30.897467, 121.886984, 0
30.897466, 121.887089, 0
30.897466, 121.887194, 0
30.897465, 121.887298, 0
30.897465, 121.887403, 0
30.897464, 121.887507, 0
30.897464, 121.887612, 0
30.897463, 121.887717, 0
30.897463, 121.887821, 0
30.897463, 121.887926, 0
30.897462, 121.888031, 0
30.897462, 121.888135, 0
30.897461, 121.888240, 0
30.897461, 121.888344, 0
30.897461, 121.888449, 0
30.897460, 121.888554, 0
30.897460, 121.888658, 0
30.897459, 121.888763, 0
30.897459, 121.888868, 0
30.897459, 121.888972, 0
30.897458, 121.889077, 0
30.897458, 121.889181, 0
30.897457, 121.889286, 0
30.897457, 121.889391, 0
30.897457, 121.889495, 0
30.897456, 121.889600, 0
30.897456, 121.889705, 0
30.897455, 121.889809, 0
30.897455, 121.889914, 0
30.897455, 121.890018, 0
30.897454, 121.890123, 0
30.897454, 121.890228, 0
30.897453, 121.890332, 0
30.897453, 121.890437, 0
30.897453, 121.890542, 0
30.897452, 121.890646, 0
30.897452, 121.890751, 0
30.897451, 121.890855, 0
30.897451, 121.890960, 0
30.897451, 121.891065, 0
30.897450, 121.891169, 0
30.897450, 121.891274, 0
30.897449, 121.891378, 0
30.897449, 121.891483, 0
30.897449, 121.891588, 0
30.897448, 121.891692, 0
30.897448, 121.891797, 0
30.897447, 121.891902, 0
30.897447, 121.892006, 0
30.897447, 121.892111, 0
30.897446, 121.892215, 0
30.897446, 121.892320, 0
30.897446, 121.892398, 0
---
30.897521, 121.881858, 0
30.897521, 121.881963, 0
30.897521, 121.882067, 0
30.897520, 121.882172, 0
30.897520, 121.882277, 0
30.897519, 121.882381, 0
30.897519, 121.882486, 0
30.897519, 121.882590, 0
30.897518, 121.882695, 0
30.897518, 121.882800, 0
30.897517, 121.882904, 0
30.897517, 121.883009, 0
30.897517, 121.883114, 0
30.897516, 121.883218, 0
30.897516, 121.883323, 0
30.897515, 121.883427, 0
30.897515, 121.883532, 0
30.897515, 121.883637, 0
30.897514, 121.883741, 0
30.897514, 121.883846, 0
